ms,speed,elevation,temperature,cadence,power,distance,positionLat,positionLong
133.0,10.357,378.0,550.6,32.0,82.0,129746.86,43.99998,5.73734
133.0,10.31,368.0,550.8,32.0,82.0,129757.24,44.00008,5.7373
133.0,10.413,419.0,550.8,32.0,83.0,129767.64,44.00016,5.73726
133.0,10.525,447.0,550.8,32.0,83.0,129778.16,44.00026,5.73722
133.0,10.637,469.0,551.0,32.0,85.0,129788.82,44.00035,5.73717
134.0,10.674,371.0,551.0,32.0,85.0,129799.52,44.00044,5.73714
134.0,10.441,100.0,551.2,33.0,76.0,129810.08,44.00053,5.7371
133.0,10.236,205.0,551.2,33.0,81.0,129820.44,44.00062,5.73707
134.0,10.161,319.0,551.4,33.0,90.0,129830.6,44.00071,5.73703
134.0,10.04,317.0,551.6,33.0,91.0,129840.68,44.00079,5.73699
134.0,10.077,436.0,552.8,33.0,91.0,129850.74,44.00088,5.73695
134.0,10.17,329.0,553.4,33.0,91.0,129860.88,44.00097,5.73691
134.0,10.058,201.0,554.0,33.0,91.0,129870.98,44.00105,5.73688
134.0,10.058,370.0,554.2,33.0,90.0,129881.06,44.00114,5.73685
134.0,10.152,411.0,554.4,33.0,92.0,129891.24,44.00123,5.73682
134.0,10.226,372.0,554.4,33.0,92.0,129901.46,44.00132,5.73678
134.0,10.254,297.0,554.6,33.0,92.0,129911.7,44.0014,5.73675
134.0,10.245,317.0,554.8,33.0,92.0,129921.94,44.0015,5.73671
134.0,10.264,300.0,555.2,33.0,92.0,129932.14,44.00158,5.73668
134.0,10.217,330.0,555.8,33.0,92.0,129942.38,44.00167,5.73664
134.0,10.217,427.0,556.0,33.0,92.0,129952.64,44.00176,5.7366
134.0,10.273,369.0,556.2,33.0,92.0,129962.94,44.00185,5.73656
134.0,10.208,341.0,556.6,33.0,92.0,129973.16,44.00194,5.73652
134.0,10.18,358.0,557.0,33.0,92.0,129983.36,44.00203,5.73649
134.0,10.152,412.0,557.0,33.0,91.0,129993.52,44.00211,5.73645
134.0,10.189,330.0,557.4,33.0,91.0,130003.68,44.0022,5.73642
134.0,9.853,196.0,557.8,33.0,90.0,130013.68,44.00229,5.73639
134.0,9.34,131.0,558.0,33.0,88.0,130023.28,44.00237,5.73636
134.0,9.545,167.0,558.2,33.0,86.0,130033.06,44.00246,5.73633
133.0,9.387,313.0,558.6,33.0,85.0,130042.58,44.00254,5.73629
133.0,9.284,221.0,559.0,33.0,84.0,130051.88,44.00262,5.73626
132.0,9.107,252.0,559.2,33.0,91.0,130061.12,44.0027,5.73623
132.0,8.995,309.0,559.4,33.0,91.0,130070.18,44.00278,5.73619
132.0,8.985,399.0,559.6,33.0,91.0,130079.2,44.00285,5.73616
132.0,9.041,398.0,560.0,33.0,91.0,130088.22,44.00293,5.73611
132.0,9.032,398.0,560.4,33.0,92.0,130097.28,44.00301,5.73607
131.0,9.116,415.0,560.6,33.0,92.0,130106.38,44.00308,5.73603
132.0,9.107,408.0,561.0,33.0,92.0,130115.48,44.00316,5.73599
132.0,9.088,427.0,561.4,33.0,92.0,130124.52,44.00323,5.73595
132.0,9.116,448.0,561.6,33.0,92.0,130133.54,44.00331,5.73592
131.0,9.209,497.0,561.8,33.0,93.0,130142.74,44.00339,5.73588
132.0,9.181,470.0,562.2,33.0,93.0,130151.94,44.00346,5.73584
132.0,9.275,474.0,562.6,33.0,93.0,130161.16,44.00354,5.7358
132.0,9.219,432.0,562.8,33.0,93.0,130170.34,44.00362,5.73575
132.0,9.153,369.0,563.0,33.0,92.0,130179.5,44.00369,5.7357
132.0,9.013,305.0,563.2,33.0,91.0,130188.6,44.00377,5.73565
132.0,8.883,311.0,564.0,33.0,90.0,130197.52,44.00384,5.7356
133.0,8.771,353.0,564.6,33.0,89.0,130206.32,44.00391,5.73555
133.0,8.724,407.0,565.2,33.0,88.0,130215.06,44.00397,5.73549
133.0,8.64,401.0,565.6,33.0,88.0,130223.7,44.00404,5.73544
133.0,8.612,407.0,565.8,33.0,87.0,130232.32,44.00411,5.73538
133.0,8.435,312.0,566.0,33.0,86.0,130240.84,44.00417,5.73533
133.0,8.286,347.0,566.4,33.0,92.0,130249.14,44.00424,5.73527
133.0,8.136,364.0,566.8,33.0,91.0,130257.32,44.0043,5.73522
133.0,7.996,337.0,567.2,33.0,90.0,130265.38,44.00437,5.73517
133.0,7.912,370.0,567.6,33.0,90.0,130273.38,44.00443,5.73513
133.0,7.866,384.0,567.8,33.0,88.0,130281.34,44.00449,5.73508
133.0,7.81,385.0,568.2,33.0,87.0,130289.2,44.00455,5.73503
133.0,7.81,409.0,568.8,33.0,87.0,130297.06,44.00461,5.73498
133.0,7.772,340.0,569.2,33.0,86.0,130304.88,44.00468,5.73493
133.0,7.828,447.0,569.4,33.0,87.0,130312.76,44.00473,5.73488
133.0,7.875,499.0,570.0,33.0,88.0,130320.68,44.0048,5.73483
133.0,7.903,457.0,570.2,33.0,88.0,130328.66,44.00486,5.73478
133.0,7.912,409.0,570.6,33.0,89.0,130336.66,44.00492,5.73473
133.0,7.94,393.0,571.4,33.0,88.0,130344.68,44.00498,5.73467
134.0,7.95,345.0,571.8,33.0,89.0,130352.7,44.00504,5.73462
133.0,7.81,294.0,572.2,33.0,88.0,130360.64,44.0051,5.73457
133.0,7.782,350.0,572.6,33.0,87.0,130368.54,44.00517,5.73452
133.0,7.8,404.0,573.2,33.0,87.0,130376.42,44.00522,5.73446
134.0,7.726,330.0,573.6,33.0,86.0,130384.2,44.00528,5.73441
134.0,7.605,301.0,574.0,33.0,85.0,130391.92,44.00534,5.73435
134.0,7.437,287.0,574.2,33.0,84.0,130399.46,44.00539,5.7343
134.0,7.25,215.0,574.8,33.0,91.0,130406.84,44.00544,5.73424
134.0,7.101,352.0,575.4,33.0,91.0,130414.06,44.0055,5.73419
134.0,7.185,436.0,575.6,33.0,93.0,130421.24,44.00555,5.73413
134.0,7.399,420.0,575.8,33.0,94.0,130428.6,44.0056,5.73408
134.0,7.437,464.0,576.0,33.0,95.0,130436.08,44.00565,5.73402
135.0,7.577,460.0,576.2,33.0,96.0,130443.66,44.00571,5.73396
135.0,7.698,453.0,576.6,33.0,98.0,130451.36,44.00576,5.7339
135.0,7.819,431.0,576.8,33.0,94.0,130459.26,44.00581,5.73383
135.0,7.866,451.0,577.2,33.0,87.0,130467.26,44.00587,5.73377
135.0,7.856,512.0,577.6,33.0,88.0,130475.26,44.00592,5.7337
135.0,7.894,407.0,578.0,33.0,88.0,130483.24,44.00597,5.73363
135.0,7.856,329.0,578.4,33.0,88.0,130491.16,44.00603,5.73357
135.0,7.754,339.0,578.8,33.0,87.0,130499.0,44.00608,5.7335
135.0,7.763,371.0,579.2,33.0,86.0,130506.86,44.00613,5.73344
136.0,7.633,352.0,579.6,33.0,85.0,130514.6,44.00618,5.73337
136.0,7.577,314.0,580.0,33.0,85.0,130522.24,44.00624,5.73331
136.0,7.465,338.0,580.8,33.0,84.0,130529.8,44.00628,5.73325
136.0,7.287,325.0,581.0,33.0,87.0,130537.16,44.00634,5.73319
136.0,7.185,214.0,581.4,33.0,92.0,130544.48,44.00639,5.73313
136.0,6.933,269.0,581.8,33.0,90.0,130551.56,44.00644,5.73307
136.0,6.849,348.0,582.2,33.0,88.0,130558.56,44.00648,5.73301
136.0,6.867,395.0,582.6,33.0,88.0,130565.48,44.00653,5.73295
136.0,6.914,403.0,583.0,33.0,89.0,130572.48,44.00657,5.73289
136.0,7.017,382.0,583.2,33.0,89.0,130579.48,44.00662,5.73283
136.0,6.923,322.0,583.6,33.0,88.0,130586.48,44.00666,5.73277
136.0,6.942,481.0,584.2,33.0,90.0,130593.44,44.00671,5.73271
136.0,7.054,506.0,584.8,33.0,91.0,130600.5,44.00675,5.73265
136.0,6.923,413.0,585.2,33.0,92.0,130607.48,44.0068,5.73259
136.0,6.989,413.0,585.6,33.0,92.0,130614.56,44.00685,5.73253
136.0,7.101,424.0,586.0,33.0,93.0,130621.86,44.0069,5.73248
137.0,7.259,413.0,586.4,33.0,94.0,130629.12,44.00695,5.73242
137.0,7.259,364.0,586.8,33.0,94.0,130636.58,44.007,5.73236
136.0,7.297,377.0,587.0,33.0,95.0,130643.88,44.00705,5.7323
137.0,7.465,401.0,587.4,33.0,95.0,130651.56,44.0071,5.73223
136.0,7.595,453.0,587.6,34.0,97.0,130659.12,44.00714,5.73216
137.0,7.828,449.0,588.0,34.0,101.0,130667.02,44.00719,5.73209
137.0,8.052,441.0,588.2,34.0,105.0,130675.02,44.00724,5.73201
137.0,8.631,360.0,588.6,34.0,104.0,130683.58,44.00729,5.73193
137.0,9.041,369.0,588.8,34.0,91.0,130692.46,44.00735,5.73185
138.0,9.527,258.0,589.0,34.0,86.0,130701.78,44.0074,5.73177
138.0,9.863,174.0,589.4,34.0,89.0,130711.6,44.00746,5.73168
138.0,10.096,159.0,589.6,34.0,92.0,130721.68,44.00752,5.73158
138.0,10.59,234.0,589.8,34.0,94.0,130732.12,44.00758,5.73148
138.0,10.954,292.0,590.0,34.0,97.0,130742.94,44.00765,5.73138
138.0,11.477,268.0,590.0,34.0,91.0,130754.34,44.00772,5.73128
138.0,11.999,220.0,590.0,34.0,95.0,130766.28,44.00779,5.73117
138.0,12.307,62.0,590.0,34.0,77.0,130778.66,44.00787,5.73106
138.0,12.391,0.0,590.0,34.0,77.0,130791.2,44.00795,5.73095
138.0,12.559,0.0,590.0,34.0,77.0,130803.8,44.00803,5.73084
138.0,12.643,0.0,590.0,34.0,0.0,130816.56,44.00811,5.73072
138.0,12.839,0.0,590.0,34.0,0.0,130829.52,44.00819,5.7306
137.0,12.886,0.0,590.0,34.0,0.0,130842.36,44.00827,5.73049
137.0,13.11,0.0,590.0,34.0,0.0,130855.5,44.00834,5.73036
136.0,13.203,0.0,589.6,34.0,0.0,130868.82,44.00843,5.73024
135.0,13.306,1.0,589.0,34.0,7.0,130882.3,44.0085,5.73011
135.0,13.567,176.0,588.6,34.0,90.0,130895.84,44.00859,5.72998
134.0,13.968,264.0,588.4,34.0,81.0,130909.86,44.00867,5.72985
133.0,14.257,252.0,588.2,34.0,83.0,130924.14,44.00875,5.72972
132.0,14.631,237.0,587.8,34.0,85.0,130938.72,44.00884,5.72959
131.0,14.864,251.0,587.2,34.0,87.0,130953.58,44.00893,5.72945
131.0,15.06,250.0,586.8,34.0,88.0,130968.7,44.00902,5.72931
130.0,15.088,90.0,586.4,34.0,75.0,130983.88,44.00911,5.72917
129.0,14.957,0.0,586.0,34.0,75.0,130998.98,44.0092,5.72903
128.0,14.752,0.0,585.8,34.0,75.0,131013.88,44.00929,5.72888
127.0,14.584,0.0,585.6,34.0,0.0,131028.58,44.00936,5.72873
126.0,13.763,0.0,585.4,34.0,0.0,131042.68,44.00941,5.72857
125.0,13.324,0.0,585.2,34.0,0.0,131056.42,44.00944,5.7284
124.0,12.662,0.0,585.2,34.0,0.0,131069.5,44.00944,5.72823
123.0,12.177,0.0,585.2,34.0,0.0,131081.95,44.00944,5.72808
122.0,11.374,0.0,585.0,34.0,0.0,131093.72,44.00943,5.72793
121.0,11.048,0.0,585.0,34.0,0.0,131105.05,44.00943,5.72779
120.0,10.394,1.0,585.0,34.0,6.0,131115.78,44.00943,5.72766
119.0,10.068,298.0,585.0,34.0,72.0,131126.06,44.00942,5.72753
119.0,9.937,350.0,585.0,34.0,72.0,131136.06,44.00942,5.72741
119.0,9.629,350.0,585.2,34.0,75.0,131145.8,44.00943,5.72728
119.0,9.387,245.0,585.2,34.0,72.0,131155.34,44.00944,5.72717
119.0,9.116,142.0,585.2,34.0,72.0,131164.7,44.00946,5.72705
118.0,8.948,142.0,585.6,34.0,45.0,131173.81,44.00947,5.72694
118.0,8.957,592.0,585.8,34.0,72.0,131182.81,44.00949,5.72683
119.0,9.209,592.0,586.2,34.0,73.0,131191.95,44.00951,5.72672
119.0,9.415,485.0,586.6,34.0,74.0,131201.41,44.00953,5.72661
120.0,9.312,425.0,587.0,34.0,74.0,131210.66,44.00956,5.7265
120.0,9.415,499.0,587.4,34.0,74.0,131219.98,44.00959,5.72639
121.0,9.415,537.0,587.6,34.0,75.0,131229.34,44.00963,5.72628
121.0,9.583,500.0,588.0,34.0,76.0,131238.78,44.00966,5.72617
122.0,9.452,325.0,588.6,34.0,75.0,131248.3,44.00969,5.72607
122.0,9.125,165.0,589.0,34.0,75.0,131257.52,44.00973,5.72596
123.0,8.976,165.0,589.2,34.0,48.0,131266.58,44.00976,5.72586
123.0,9.405,547.0,589.4,34.0,74.0,131275.81,44.00979,5.72575
124.0,9.676,512.0,589.8,34.0,76.0,131285.34,44.00983,5.72564
124.0,9.536,203.0,590.0,34.0,50.0,131294.94,44.00986,5.72553
125.0,9.536,418.0,590.4,34.0,85.0,131304.56,44.0099,5.72542
125.0,9.685,465.0,590.6,34.0,87.0,131314.19,44.00993,5.72531
126.0,9.676,238.0,591.0,34.0,87.0,131323.81,44.00997,5.7252
126.0,9.545,70.0,591.4,34.0,74.0,131333.45,44.01,5.72509
126.0,9.228,154.0,592.0,34.0,82.0,131342.78,44.01004,5.72499
126.0,9.125,213.0,592.2,34.0,89.0,131351.92,44.01007,5.72488
125.0,9.097,388.0,592.2,34.0,92.0,131361.05,44.01011,5.72478
126.0,9.172,338.0,592.4,34.0,93.0,131370.23,44.01014,5.72468
126.0,9.284,335.0,592.8,34.0,93.0,131379.59,44.01018,5.72457
126.0,9.443,360.0,593.0,34.0,94.0,131389.09,44.01021,5.72446
126.0,9.508,386.0,593.2,34.0,95.0,131398.66,44.01025,5.72435
126.0,9.564,268.0,593.4,34.0,96.0,131408.09,44.01028,5.72425
127.0,9.48,233.0,593.8,34.0,95.0,131417.56,44.01031,5.72414
127.0,9.359,242.0,594.0,34.0,95.0,131426.84,44.01035,5.72403
127.0,9.293,266.0,594.2,34.0,94.0,131436.12,44.01039,5.72393
127.0,9.275,322.0,594.6,34.0,94.0,131445.44,44.01042,5.72382
127.0,9.191,151.0,594.8,34.0,93.0,131454.69,44.01046,5.72372
127.0,9.228,294.0,595.0,34.0,93.0,131464.12,44.01049,5.72361
127.0,9.228,220.0,595.2,34.0,93.0,131473.34,44.01053,5.72351
128.0,9.228,254.0,595.4,34.0,92.0,131482.62,44.01057,5.7234
128.0,9.237,376.0,595.4,34.0,92.0,131491.88,44.0106,5.7233
128.0,9.331,348.0,595.6,34.0,94.0,131501.14,44.01064,5.7232
128.0,9.247,330.0,595.6,34.0,94.0,131510.42,44.01068,5.7231
128.0,9.517,456.0,595.8,34.0,95.0,131519.88,44.01073,5.723
128.0,9.667,433.0,595.8,34.0,98.0,131529.5,44.01078,5.7229
128.0,9.816,324.0,595.8,34.0,99.0,131539.36,44.01083,5.7228
128.0,9.816,240.0,596.0,34.0,99.0,131549.22,44.01088,5.7227
129.0,9.732,149.0,596.0,34.0,98.0,131559.14,44.01093,5.7226
129.0,9.667,200.0,596.2,34.0,97.0,131568.86,44.01098,5.7225
129.0,9.545,199.0,596.4,34.0,96.0,131578.5,44.01103,5.7224
129.0,9.368,150.0,596.6,34.0,94.0,131587.95,44.01108,5.7223
129.0,9.256,158.0,596.8,34.0,93.0,131597.34,44.01113,5.72221
129.0,9.116,206.0,597.2,34.0,101.0,131606.55,44.01118,5.72211
129.0,9.013,244.0,597.4,34.0,100.0,131615.62,44.01123,5.72202
129.0,9.023,295.0,597.8,34.0,100.0,131624.66,44.01127,5.72193
129.0,8.976,238.0,598.2,34.0,100.0,131633.64,44.01131,5.72184
129.0,9.041,306.0,598.4,34.0,100.0,131642.62,44.01136,5.72174
129.0,9.023,300.0,598.6,34.0,101.0,131651.64,44.01141,5.72165
130.0,9.079,289.0,599.0,34.0,101.0,131660.7,44.01145,5.72156
129.0,9.125,310.0,599.0,34.0,101.0,131669.81,44.0115,5.72146
129.0,9.191,322.0,599.4,34.0,102.0,131679.0,44.01155,5.72137
129.0,9.209,292.0,599.8,34.0,102.0,131688.2,44.01159,5.72128
129.0,9.181,338.0,600.2,34.0,102.0,131697.42,44.01164,5.72118
128.0,9.228,343.0,600.6,34.0,103.0,131706.62,44.01169,5.72109
128.0,9.256,351.0,600.8,34.0,100.0,131715.91,44.01173,5.72099
128.0,9.275,325.0,601.2,34.0,93.0,131725.16,44.01178,5.72089
128.0,9.209,235.0,601.4,34.0,92.0,131734.44,44.01183,5.7208
128.0,9.135,195.0,601.6,34.0,91.0,131743.59,44.01188,5.72071
127.0,9.051,261.0,602.0,34.0,91.0,131752.66,44.01192,5.72061
127.0,9.06,296.0,602.0,34.0,91.0,131761.69,44.01197,5.72052
127.0,9.097,321.0,602.4,34.0,91.0,131770.7,44.01201,5.72042
127.0,9.191,322.0,602.4,34.0,92.0,131779.84,44.01206,5.72033
127.0,9.303,365.0,602.6,34.0,93.0,131789.08,44.0121,5.72023
127.0,9.312,303.0,602.6,34.0,94.0,131798.36,44.01215,5.72014
127.0,9.2,290.0,603.0,34.0,93.0,131807.62,44.0122,5.72004
127.0,9.2,335.0,603.2,34.0,93.0,131816.78,44.01225,5.71995
128.0,9.2,211.0,603.4,34.0,92.0,131825.94,44.01229,5.71985
128.0,9.163,307.0,603.6,34.0,92.0,131835.08,44.01234,5.71976
128.0,9.228,412.0,603.8,34.0,93.0,131844.23,44.01238,5.71967
128.0,9.321,393.0,604.0,34.0,94.0,131853.45,44.01243,5.71957
128.0,9.471,342.0,604.2,34.0,95.0,131862.86,44.01248,5.71947
128.0,9.433,224.0,604.4,34.0,95.0,131872.28,44.01253,5.71938
127.0,9.349,222.0,604.6,34.0,94.0,131881.66,44.01257,5.71928
128.0,9.265,265.0,604.8,34.0,93.0,131890.92,44.01262,5.71919
128.0,9.275,287.0,604.8,34.0,93.0,131900.16,44.01267,5.71909
128.0,9.284,345.0,605.2,34.0,93.0,131909.48,44.01272,5.719
128.0,9.321,345.0,605.4,34.0,94.0,131918.78,44.01276,5.7189
128.0,9.387,306.0,605.6,34.0,94.0,131928.12,44.01281,5.7188
127.0,9.331,227.0,605.8,34.0,94.0,131937.45,44.01286,5.71871
127.0,9.405,216.0,606.0,34.0,94.0,131946.81,44.01291,5.71861
126.0,9.387,362.0,606.4,34.0,95.0,131956.23,44.01295,5.71851
126.0,9.545,305.0,606.4,34.0,95.0,131965.72,44.013,5.71841
126.0,9.555,314.0,606.8,34.0,96.0,131975.31,44.01304,5.71831
126.0,9.564,202.0,607.0,34.0,96.0,131984.88,44.01309,5.71821
125.0,9.555,277.0,607.2,34.0,96.0,131994.48,44.01314,5.71811
126.0,9.601,268.0,607.4,34.0,96.0,132004.05,44.01318,5.71801
126.0,9.555,246.0,607.6,34.0,96.0,132013.62,44.01323,5.71791
126.0,9.471,174.0,608.0,34.0,95.0,132023.14,44.01328,5.71781
126.0,9.303,116.0,608.0,34.0,86.0,132032.52,44.01332,5.71771
126.0,9.144,238.0,608.2,34.0,92.0,132041.7,44.01336,5.71761
127.0,8.995,238.0,608.4,34.0,100.0,132050.78,44.0134,5.71752
127.0,8.995,296.0,608.4,34.0,100.0,132059.78,44.01345,5.71742
127.0,8.948,392.0,608.6,34.0,100.0,132068.77,44.01349,5.71732
127.0,9.069,354.0,608.6,34.0,100.0,132077.8,44.01353,5.71723
128.0,9.125,349.0,608.8,34.0,101.0,132086.88,44.01357,5.71713
128.0,9.153,395.0,608.8,34.0,101.0,132095.95,44.01361,5.71703
128.0,9.237,297.0,609.0,34.0,102.0,132105.19,44.01365,5.71693
128.0,9.153,292.0,609.2,34.0,101.0,132114.31,44.01368,5.71682
129.0,9.284,365.0,609.6,34.0,102.0,132123.58,44.01372,5.71672
129.0,9.424,345.0,610.0,34.0,103.0,132132.88,44.01375,5.71661
129.0,9.508,325.0,610.2,34.0,104.0,132142.28,44.01378,5.7165
129.0,9.555,287.0,610.6,34.0,105.0,132151.78,44.01382,5.71639
129.0,9.433,209.0,610.8,34.0,105.0,132161.02,44.01385,5.71629
129.0,9.275,194.0,611.0,34.0,103.0,132170.34,44.01388,5.71618
129.0,9.135,190.0,611.0,34.0,102.0,132179.55,44.01391,5.71607
129.0,9.023,219.0,611.0,34.0,101.0,132188.64,44.01394,5.71597
129.0,9.088,233.0,611.2,34.0,101.0,132197.7,44.01397,5.71586
129.0,8.892,235.0,611.2,34.0,100.0,132206.69,44.014,5.71576
129.0,8.939,270.0,611.4,34.0,99.0,132215.62,44.01403,5.71566
128.0,8.864,303.0,611.6,34.0,99.0,132224.52,44.01407,5.71556
128.0,8.939,273.0,611.8,34.0,99.0,132233.42,44.0141,5.71545
128.0,8.855,300.0,612.0,33.0,99.0,132242.31,44.01413,5.71535
128.0,9.013,238.0,612.0,33.0,100.0,132251.2,44.01417,5.71525
128.0,9.06,283.0,612.2,33.0,101.0,132260.23,44.01421,5.71516
128.0,9.069,315.0,612.4,33.0,101.0,132269.28,44.01426,5.71507
128.0,8.957,356.0,612.6,33.0,100.0,132278.28,44.01432,5.71499
127.0,9.097,432.0,612.8,33.0,102.0,132287.34,44.01437,5.71491
128.0,9.265,413.0,613.2,33.0,103.0,132296.55,44.01444,5.71484
128.0,9.303,375.0,613.6,33.0,103.0,132305.84,44.01451,5.71477
128.0,9.377,339.0,614.0,33.0,104.0,132315.2,44.01458,5.7147
128.0,9.405,368.0,614.4,33.0,95.0,132324.62,44.01464,5.71463
128.0,9.508,403.0,614.6,33.0,96.0,132334.09,44.01471,5.71457
128.0,9.592,319.0,614.6,33.0,96.0,132343.66,44.01479,5.7145
128.0,9.732,478.0,614.8,33.0,98.0,132353.28,44.01486,5.71443
129.0,9.909,428.0,614.8,33.0,100.0,132363.09,44.01493,5.71436
129.0,10.021,330.0,615.0,33.0,101.0,132373.08,44.015,5.71429
129.0,10.003,325.0,615.4,33.0,101.0,132383.12,44.01508,5.71422
129.0,9.956,249.0,615.6,33.0,100.0,132393.12,44.01516,5.71415
130.0,9.919,240.0,616.0,33.0,100.0,132403.09,44.01523,5.71409
130.0,9.825,273.0,616.2,33.0,98.0,132413.0,44.01531,5.71402
130.0,9.76,304.0,616.4,33.0,98.0,132422.84,44.01538,5.71396
130.0,9.807,347.0,616.8,33.0,99.0,132432.62,44.01545,5.71389
131.0,9.872,382.0,617.0,33.0,99.0,132442.52,44.01553,5.71383
131.0,9.872,257.0,617.4,33.0,99.0,132452.42,44.01561,5.71377
131.0,9.732,229.0,617.8,33.0,98.0,132462.22,44.01569,5.7137
131.0,9.583,256.0,617.8,33.0,96.0,132471.91,44.01576,5.71365
131.0,9.499,216.0,618.2,33.0,95.0,132481.45,44.01584,5.71359
131.0,9.405,233.0,618.4,33.0,95.0,132490.94,44.01591,5.71354
131.0,9.368,285.0,618.8,33.0,94.0,132500.34,44.016,5.7135
131.0,9.424,353.0,619.4,33.0,95.0,132509.78,44.01607,5.71345
131.0,9.461,381.0,619.6,33.0,96.0,132519.23,44.01615,5.71341
132.0,9.573,346.0,619.6,33.0,96.0,132528.78,44.01623,5.71337
132.0,9.601,345.0,619.8,33.0,97.0,132538.36,44.01631,5.71332
131.0,9.648,358.0,620.0,33.0,97.0,132547.98,44.0164,5.71328
132.0,9.657,354.0,620.4,33.0,97.0,132557.62,44.01648,5.71324
132.0,9.685,409.0,620.6,33.0,98.0,132567.28,44.01656,5.7132
132.0,9.807,398.0,621.0,33.0,99.0,132577.06,44.01664,5.71315
132.0,9.909,372.0,621.4,33.0,100.0,132586.91,44.01672,5.71311
132.0,9.891,224.0,621.6,33.0,100.0,132596.84,44.01681,5.71307
133.0,9.881,233.0,622.0,33.0,99.0,132606.77,44.01689,5.71303
132.0,9.779,252.0,622.2,33.0,98.0,132616.58,44.01698,5.71299
133.0,9.713,243.0,622.4,33.0,97.0,132626.28,44.01706,5.71296
132.0,9.629,252.0,622.4,33.0,97.0,132635.94,44.01714,5.71293
132.0,9.583,317.0,622.6,33.0,96.0,132645.59,44.01723,5.71291
133.0,9.629,312.0,623.0,33.0,97.0,132655.22,44.01731,5.71289
132.0,9.611,281.0,623.2,33.0,97.0,132664.94,44.0174,5.71288
132.0,9.62,389.0,623.6,33.0,97.0,132674.64,44.01749,5.71288
133.0,9.732,310.0,623.8,33.0,98.0,132684.38,44.01758,5.71288
133.0,9.76,315.0,624.2,33.0,98.0,132694.12,44.01767,5.71287
132.0,9.769,369.0,624.6,33.0,98.0,132703.92,44.01775,5.71287
132.0,9.723,345.0,624.8,33.0,98.0,132713.7,44.01784,5.71287
132.0,9.704,337.0,625.0,33.0,97.0,132723.42,44.01793,5.71286
132.0,9.825,335.0,625.2,33.0,97.0,132733.23,44.01802,5.71286
132.0,9.825,450.0,625.4,33.0,98.0,132743.14,44.0181,5.71285
132.0,9.872,338.0,625.8,33.0,99.0,132753.06,44.01819,5.71285
132.0,9.844,339.0,626.0,33.0,99.0,132762.98,44.01828,5.71284
130.0,9.769,353.0,626.2,33.0,99.0,132772.86,44.01837,5.71283
130.0,9.863,425.0,626.4,33.0,100.0,132782.7,44.01846,5.71283
130.0,9.965,287.0,627.0,33.0,100.0,132792.66,44.01855,5.71282
130.0,9.9,248.0,627.0,33.0,100.0,132802.64,44.01864,5.71282
130.0,9.956,421.0,627.2,33.0,100.0,132812.62,44.01873,5.71281
130.0,10.077,441.0,627.6,33.0,101.0,132822.64,44.01882,5.71281
130.0,10.077,331.0,628.0,33.0,101.0,132832.77,44.01891,5.7128
130.0,10.329,436.0,628.4,33.0,104.0,132842.98,44.019,5.71279
131.0,10.618,387.0,628.6,33.0,104.0,132853.48,44.0191,5.71279
131.0,10.74,406.0,628.8,33.0,97.0,132864.22,44.0192,5.71279
132.0,10.964,335.0,629.0,33.0,98.0,132875.12,44.01929,5.7128
132.0,11.15,372.0,629.2,33.0,100.0,132886.2,44.01939,5.71281
133.0,11.43,364.0,629.4,33.0,102.0,132897.55,44.01949,5.71283
133.0,11.645,299.0,629.8,33.0,104.0,132909.12,44.0196,5.71285
134.0,11.747,267.0,630.0,33.0,93.0,132920.91,44.0197,5.71286
134.0,11.878,287.0,630.2,33.0,94.0,132932.77,44.01981,5.71288
135.0,11.99,176.0,630.2,33.0,95.0,132944.77,44.01992,5.71289
135.0,12.018,93.0,630.4,33.0,83.0,132956.78,44.02002,5.71291
135.0,11.915,100.0,630.4,33.0,83.0,132968.81,44.02013,5.71293
135.0,11.897,100.0,630.6,32.0,53.0,132980.77,44.02024,5.71295
135.0,12.046,212.0,630.6,32.0,53.0,132992.8,44.02034,5.71298
136.0,12.083,212.0,630.6,32.0,96.0,133004.86,44.02045,5.713
136.0,12.111,176.0,630.6,32.0,94.0,133016.92,44.02056,5.71302
136.0,12.158,274.0,630.6,32.0,91.0,133029.05,44.02067,5.71301
136.0,12.149,0.0,630.6,32.0,91.0,133041.2,44.02077,5.71299
135.0,11.925,0.0,630.6,32.0,91.0,133053.27,44.02088,5.71295
135.0,11.794,0.0,630.4,32.0,0.0,133065.16,44.02098,5.71291
135.0,11.635,0.0,630.4,32.0,0.0,133077.14,44.02109,5.71286
135.0,11.57,0.0,630.2,32.0,0.0,133088.92,44.02118,5.7128
134.0,11.374,0.0,630.2,32.0,0.0,133100.48,44.02127,5.71274
133.0,11.206,3.0,630.0,32.0,8.0,133111.78,44.02136,5.71266
133.0,11.458,232.0,629.8,32.0,78.0,133123.2,44.02145,5.71258
133.0,11.654,380.0,629.6,32.0,74.0,133134.8,44.02152,5.71248
132.0,11.822,302.0,629.6,32.0,75.0,133146.73,44.02159,5.71237
132.0,12.121,188.0,629.6,32.0,47.0,133158.7,44.02166,5.71225
132.0,12.093,546.0,629.4,32.0,79.0,133170.84,44.02171,5.71212
133.0,12.372,590.0,629.4,32.0,86.0,133182.98,44.02176,5.71198
133.0,12.4,573.0,629.4,32.0,87.0,133195.23,44.02177,5.71182
132.0,11.766,550.0,629.4,32.0,87.0,133207.34,44.02175,5.71167
