ms,speed,elevation,temperature,cadence,power,distance,positionLat,positionLong
99.0,15.209,61.0,788.6,32.0,91.0,9213.28,44.54069,6.47706
100.0,15.181,141.0,788.4,32.0,91.0,9228.54,44.54057,6.47695
100.0,15.106,296.0,788.2,32.0,96.0,9243.69,44.54046,6.47685
101.0,15.256,293.0,788.2,32.0,97.0,9258.94,44.54034,6.47674
101.0,15.489,233.0,788.0,32.0,97.0,9274.39,44.54023,6.47664
102.0,15.498,173.0,787.8,32.0,98.0,9289.97,44.54011,6.47653
102.0,15.47,169.0,787.6,32.0,98.0,9305.41,44.53999,6.47643
102.0,15.657,19.0,787.4,32.0,63.0,9320.98,44.53988,6.47632
103.0,15.405,0.0,787.2,32.0,63.0,9336.54,44.53976,6.47621
103.0,15.284,0.0,787.0,32.0,63.0,9351.94,44.53964,6.4761
103.0,15.246,0.0,786.8,32.0,0.0,9367.2,44.53953,6.476
103.0,15.162,0.0,786.6,32.0,0.0,9382.52,44.53941,6.47589
103.0,15.032,0.0,786.6,32.0,0.0,9397.72,44.5393,6.47579
102.0,15.181,9.0,786.4,32.0,19.0,9412.9,44.53918,6.47569
102.0,15.097,288.0,786.2,32.0,95.0,9428.09,44.53907,6.47558
101.0,15.097,301.0,786.2,32.0,96.0,9443.11,44.53896,6.47548
101.0,14.92,131.0,786.2,32.0,83.0,9458.14,44.53884,6.47537
100.0,14.593,5.0,786.2,32.0,49.0,9472.86,44.53873,6.47527
100.0,14.341,5.0,786.0,32.0,53.0,9487.28,44.53863,6.47516
100.0,14.285,5.0,786.0,32.0,68.0,9501.58,44.53852,6.47505
100.0,13.94,31.0,786.0,32.0,68.0,9515.73,44.53843,6.47493
99.0,13.893,31.0,786.0,32.0,28.0,9529.73,44.53833,6.47482
99.0,14.136,415.0,786.0,32.0,90.0,9543.81,44.53825,6.4747
99.0,14.36,391.0,786.0,32.0,91.0,9558.16,44.53815,6.47457
99.0,14.528,312.0,786.0,32.0,91.0,9572.71,44.53806,6.47444
99.0,14.463,242.0,786.0,32.0,96.0,9587.25,44.53796,6.47431
99.0,14.537,320.0,786.0,32.0,100.0,9601.87,44.53787,6.47418
99.0,14.715,315.0,786.0,32.0,101.0,9616.6,44.53778,6.47404
100.0,14.715,337.0,786.0,32.0,101.0,9631.41,44.5377,6.4739
100.0,14.882,303.0,786.0,32.0,102.0,9646.22,44.53761,6.47376
101.0,14.92,316.0,786.0,32.0,102.0,9661.17,44.53753,6.47361
101.0,14.92,316.0,786.0,32.0,103.0,9676.1,44.53745,6.47346
101.0,15.069,366.0,786.0,32.0,104.0,9691.16,44.53737,6.47331
102.0,15.078,268.0,786.0,32.0,99.0,9706.31,44.5373,6.47315
103.0,15.069,248.0,786.2,32.0,96.0,9721.43,44.53723,6.47298
104.0,14.938,294.0,786.2,32.0,96.0,9736.45,44.53717,6.47281
105.0,15.078,309.0,786.2,32.0,96.0,9751.58,44.53711,6.47264
106.0,15.097,419.0,786.2,32.0,96.0,9766.82,44.53705,6.47247
106.0,15.153,383.0,786.2,32.0,96.0,9782.14,44.537,6.47229
107.0,15.209,346.0,786.2,32.0,97.0,9797.41,44.53694,6.47211
108.0,15.218,428.0,786.2,32.0,97.0,9812.71,44.53689,6.47193
109.0,15.452,496.0,786.2,32.0,98.0,9828.19,44.53684,6.47175
109.0,15.573,392.0,786.2,32.0,99.0,9843.81,44.53679,6.47157
110.0,15.778,354.0,786.2,32.0,100.0,9859.63,44.53674,6.47138
111.0,15.806,430.0,786.2,32.0,101.0,9875.57,44.53669,6.4712
112.0,15.909,429.0,786.2,32.0,101.0,9891.5,44.53663,6.47101
112.0,16.058,354.0,786.4,32.0,102.0,9907.59,44.53657,6.47083
113.0,16.161,302.0,786.4,32.0,103.0,9923.78,44.53651,6.47064
114.0,16.217,260.0,786.4,32.0,103.0,9940.04,44.53645,6.47045
115.0,16.17,357.0,786.6,32.0,103.0,9956.24,44.53639,6.47027
116.0,16.319,441.0,786.6,32.0,103.0,9972.61,44.53633,6.47008
117.0,16.207,335.0,786.6,32.0,103.0,9988.96,44.53627,6.4699
118.0,16.319,280.0,786.6,32.0,102.0,10005.31,44.5362,6.46971
119.0,16.067,101.0,786.6,31.0,82.0,10021.54,44.53614,6.46953
119.0,15.601,0.0,786.6,31.0,82.0,10037.42,44.53607,6.46935
120.0,14.565,0.0,786.6,31.0,82.0,10052.54,44.53601,6.46918
120.0,14.229,0.0,786.6,31.0,0.0,10066.98,44.53595,6.46902
120.0,14.099,0.0,786.6,31.0,0.0,10081.18,44.53588,6.46887
120.0,13.996,6.0,786.4,31.0,12.0,10095.3,44.53582,6.46871
120.0,14.145,387.0,786.4,31.0,96.0,10109.48,44.53576,6.46856
120.0,14.435,381.0,786.4,31.0,99.0,10123.83,44.53569,6.4684
120.0,14.463,432.0,786.4,31.0,100.0,10138.37,44.53563,6.46825
119.0,14.547,357.0,786.4,31.0,101.0,10152.87,44.53556,6.46809
120.0,14.733,458.0,786.4,31.0,102.0,10167.53,44.5355,6.46793
120.0,14.826,504.0,786.2,31.0,103.0,10182.34,44.53543,6.46777
119.0,14.994,509.0,786.2,31.0,104.0,10197.25,44.53536,6.46761
120.0,15.134,407.0,786.2,31.0,104.0,10212.36,44.53529,6.46744
120.0,14.948,22.0,786.0,31.0,58.0,10227.39,44.53522,6.46728
120.0,14.463,0.0,785.8,31.0,58.0,10242.11,44.53515,6.46712
120.0,14.183,0.0,785.8,31.0,58.0,10256.42,44.53508,6.46697
120.0,13.912,0.0,785.8,31.0,0.0,10270.45,44.53501,6.46682
120.0,13.753,8.0,786.0,31.0,18.0,10284.33,44.53495,6.46667
121.0,13.604,511.0,786.2,31.0,88.0,10298.03,44.53488,6.46653
121.0,14.08,699.0,786.2,31.0,90.0,10311.95,44.53482,6.46638
121.0,14.295,497.0,786.2,31.0,90.0,10326.19,44.53476,6.46622
121.0,14.164,119.0,786.2,31.0,90.0,10340.43,44.53469,6.46607
121.0,14.061,119.0,786.4,31.0,48.0,10354.58,44.53462,6.46591
122.0,14.005,321.0,786.4,31.0,96.0,10368.68,44.53456,6.46576
122.0,13.968,268.0,786.4,31.0,96.0,10382.78,44.53449,6.46561
122.0,13.753,200.0,786.4,31.0,95.0,10396.69,44.53443,6.46546
123.0,13.557,222.0,786.4,31.0,94.0,10410.4,44.53436,6.46531
123.0,13.446,177.0,786.6,31.0,93.0,10423.94,44.5343,6.46517
123.0,13.203,252.0,786.8,31.0,96.0,10437.3,44.53424,6.46502
123.0,13.175,399.0,787.0,31.0,98.0,10450.56,44.53418,6.46488
123.0,13.082,630.0,787.2,31.0,98.0,10463.7,44.53411,6.46474
123.0,13.231,521.0,787.6,31.0,99.0,10476.89,44.53406,6.46459
123.0,13.184,302.0,787.8,31.0,98.0,10490.11,44.534,6.46445
124.0,13.007,321.0,788.0,31.0,97.0,10503.17,44.53394,6.4643
124.0,12.942,303.0,788.0,31.0,96.0,10516.13,44.53389,6.46416
124.0,12.68,290.0,788.4,31.0,99.0,10528.86,44.53384,6.46402
125.0,12.55,343.0,788.6,31.0,100.0,10541.43,44.53378,6.46388
125.0,12.419,423.0,789.0,31.0,99.0,10553.9,44.53374,6.46374
125.0,12.233,433.0,789.2,31.0,98.0,10566.21,44.53369,6.4636
125.0,12.233,458.0,789.4,31.0,98.0,10578.48,44.53365,6.46345
126.0,12.121,352.0,789.6,31.0,97.0,10590.71,44.5336,6.46331
126.0,11.962,298.0,789.8,31.0,96.0,10602.78,44.53356,6.46317
126.0,11.794,258.0,790.0,31.0,99.0,10614.68,44.53352,6.46303
126.0,11.402,7.0,790.8,31.0,99.0,10626.31,44.53348,6.4629
126.0,10.926,7.0,791.2,31.0,59.0,10637.45,44.53345,6.46276
126.0,10.581,100.0,791.8,31.0,95.0,10648.26,44.53342,6.46264
126.0,10.32,236.0,792.2,31.0,93.0,10658.69,44.53339,6.46251
126.0,10.142,284.0,792.6,31.0,92.0,10668.93,44.53336,6.46239
126.0,9.863,169.0,793.2,31.0,93.0,10678.93,44.53334,6.46227
126.0,9.667,328.0,793.6,31.0,98.0,10688.68,44.53331,6.46215
125.0,9.573,405.0,793.8,31.0,97.0,10698.37,44.53328,6.46203
125.0,9.592,434.0,794.2,31.0,97.0,10707.96,44.53326,6.46192
125.0,9.461,417.0,794.6,31.0,96.0,10717.55,44.53324,6.4618
125.0,9.396,455.0,795.0,31.0,95.0,10727.03,44.53322,6.46169
125.0,9.424,475.0,795.8,31.0,95.0,10736.52,44.5332,6.46157
124.0,9.489,600.0,796.4,31.0,96.0,10745.99,44.53318,6.46145
125.0,9.592,557.0,796.8,31.0,96.0,10755.6,44.53316,6.46134
125.0,9.583,594.0,797.2,31.0,97.0,10765.23,44.53314,6.46122
125.0,9.648,525.0,797.6,31.0,97.0,10774.9,44.53312,6.4611
125.0,9.648,534.0,798.0,31.0,97.0,10784.58,44.5331,6.46098
126.0,9.555,504.0,798.4,31.0,97.0,10794.24,44.53309,6.46086
126.0,9.508,487.0,798.8,31.0,96.0,10803.78,44.53307,6.46074
127.0,9.48,479.0,799.2,31.0,95.0,10813.37,44.53306,6.46062
127.0,9.461,527.0,799.6,31.0,95.0,10822.91,44.53305,6.4605
127.0,9.443,510.0,800.2,31.0,95.0,10832.35,44.53304,6.46039
128.0,9.396,470.0,800.6,31.0,95.0,10841.73,44.53303,6.46027
128.0,9.359,466.0,801.0,31.0,95.0,10851.0,44.53302,6.46015
128.0,9.256,384.0,801.6,31.0,93.0,10860.3,44.53301,6.46004
129.0,9.209,323.0,802.0,31.0,93.0,10869.43,44.533,6.45992
129.0,9.041,369.0,802.2,31.0,92.0,10878.48,44.533,6.45981
130.0,9.032,450.0,802.8,31.0,91.0,10887.45,44.53299,6.4597
130.0,8.929,372.0,803.2,31.0,91.0,10896.41,44.53298,6.45958
130.0,8.818,372.0,804.2,31.0,90.0,10905.26,44.53298,6.45947
131.0,8.696,336.0,804.6,31.0,92.0,10913.99,44.53297,6.45936
131.0,8.762,398.0,805.0,31.0,96.0,10922.72,44.53297,6.45925
131.0,8.836,422.0,805.4,31.0,89.0,10931.57,44.53297,6.45914
131.0,8.901,418.0,805.8,31.0,89.0,10940.46,44.53296,6.45903
131.0,8.883,351.0,806.2,31.0,90.0,10949.29,44.53296,6.45892
131.0,8.855,354.0,806.8,31.0,90.0,10958.21,44.53295,6.45881
132.0,8.985,373.0,807.2,31.0,90.0,10967.17,44.53295,6.45869
131.0,9.041,375.0,807.6,31.0,91.0,10976.22,44.53294,6.45858
132.0,9.079,384.0,808.0,31.0,91.0,10985.34,44.53293,6.45847
131.0,9.228,430.0,808.2,31.0,92.0,10994.53,44.53292,6.45835
132.0,9.396,484.0,808.4,31.0,95.0,11003.83,44.53292,6.45823
132.0,9.629,485.0,808.8,31.0,97.0,11013.39,44.53291,6.45812
131.0,9.76,561.0,809.2,31.0,99.0,11023.08,44.53289,6.45799
132.0,10.03,529.0,809.6,31.0,101.0,11032.96,44.53289,6.45787
131.0,10.217,534.0,810.0,31.0,104.0,11043.07,44.53288,6.45774
132.0,10.469,588.0,810.0,31.0,106.0,11053.41,44.53286,6.45762
132.0,10.842,547.0,810.4,31.0,108.0,11064.14,44.53285,6.45748
132.0,10.945,346.0,810.8,31.0,103.0,11075.09,44.53284,6.45735
132.0,11.029,235.0,811.0,31.0,99.0,11086.11,44.53283,6.45721
133.0,11.104,334.0,811.4,31.0,100.0,11097.21,44.53282,6.45707
133.0,11.132,273.0,811.6,31.0,100.0,11108.37,44.53281,6.45693
133.0,11.197,268.0,811.8,31.0,100.0,11119.52,44.5328,6.45679
133.0,11.169,176.0,811.8,31.0,100.0,11130.7,44.53279,6.45665
133.0,11.076,23.0,812.0,31.0,69.0,11141.83,44.53279,6.45651
133.0,11.234,284.0,812.2,31.0,99.0,11153.05,44.53279,6.45637
133.0,11.421,334.0,812.4,31.0,102.0,11164.37,44.53278,6.45623
132.0,11.43,214.0,812.6,31.0,102.0,11175.83,44.53277,6.45608
132.0,11.262,214.0,812.8,31.0,94.0,11187.16,44.53276,6.45594
132.0,11.206,206.0,813.0,31.0,90.0,11198.49,44.53276,6.4558
132.0,11.262,389.0,813.2,31.0,102.0,11209.77,44.53275,6.45566
132.0,11.318,293.0,813.4,31.0,103.0,11221.04,44.53274,6.45551
132.0,11.281,185.0,813.4,31.0,103.0,11232.47,44.53273,6.45537
132.0,11.309,217.0,813.6,31.0,102.0,11243.95,44.53272,6.45523
132.0,11.188,259.0,813.8,31.0,101.0,11255.28,44.53271,6.45509
132.0,10.992,288.0,813.8,31.0,99.0,11266.43,44.53271,6.45495
131.0,10.87,300.0,814.0,31.0,102.0,11277.44,44.5327,6.45481
132.0,10.712,282.0,814.2,31.0,107.0,11288.31,44.53269,6.45467
131.0,10.46,358.0,814.4,31.0,105.0,11298.99,44.53268,6.45454
131.0,10.422,447.0,814.4,31.0,104.0,11309.5,44.53267,6.45441
131.0,10.217,490.0,814.4,31.0,103.0,11319.89,44.53266,6.45428
131.0,10.17,485.0,814.6,31.0,102.0,11330.14,44.53265,6.45415
131.0,10.105,505.0,814.8,31.0,102.0,11340.26,44.53264,6.45402
131.0,9.816,639.0,815.2,31.0,93.0,11350.23,44.53263,6.4539
131.0,10.03,548.0,815.6,31.0,80.0,11360.13,44.53263,6.45377
131.0,9.937,523.0,816.0,31.0,79.0,11370.18,44.53262,6.45365
132.0,9.648,337.0,816.4,31.0,78.0,11380.06,44.53262,6.45352
132.0,9.919,639.0,816.8,31.0,78.0,11389.87,44.53261,6.4534
133.0,9.807,602.0,817.2,31.0,79.0,11399.75,44.5326,6.45327
133.0,9.769,480.0,817.8,31.0,79.0,11409.55,44.53259,6.45315
134.0,9.807,513.0,818.0,31.0,79.0,11419.34,44.53259,6.45303
134.0,9.881,643.0,818.4,31.0,79.0,11429.19,44.53258,6.45291
134.0,9.984,662.0,818.8,31.0,79.0,11439.18,44.53257,6.45278
135.0,10.152,531.0,819.6,31.0,80.0,11449.26,44.53256,6.45265
136.0,9.844,391.0,820.2,31.0,79.0,11459.3,44.53256,6.45253
136.0,9.508,393.0,820.6,31.0,79.0,11468.97,44.53255,6.45241
137.0,9.34,393.0,821.2,31.0,75.0,11478.53,44.53255,6.45229
137.0,9.097,498.0,821.6,31.0,74.0,11487.74,44.53254,6.45217
137.0,9.107,537.0,822.6,31.0,74.0,11496.86,44.53253,6.45206
137.0,9.191,621.0,823.2,31.0,74.0,11505.99,44.53252,6.45194
138.0,9.303,625.0,823.6,31.0,75.0,11515.29,44.53251,6.45183
138.0,9.359,467.0,824.0,31.0,75.0,11524.69,44.53251,6.45171
138.0,9.284,467.0,824.4,31.0,75.0,11534.04,44.5325,6.45159
139.0,8.957,229.0,824.8,31.0,75.0,11543.32,44.53249,6.45147
139.0,8.771,229.0,825.4,31.0,49.0,11552.21,44.53249,6.45136
139.0,8.771,443.0,826.0,31.0,70.0,11560.89,44.53248,6.45125
139.0,8.696,494.0,826.6,31.0,70.0,11569.63,44.53247,6.45115
140.0,8.799,541.0,827.2,31.0,70.0,11578.4,44.53246,6.45104
140.0,9.004,604.0,827.6,31.0,71.0,11587.26,44.53246,6.45092
140.0,9.06,617.0,828.0,31.0,73.0,11596.2,44.53245,6.45081
140.0,9.293,657.0,828.4,31.0,74.0,11605.37,44.53244,6.4507
140.0,9.611,627.0,828.8,31.0,77.0,11614.74,44.53242,6.45058
140.0,9.62,497.0,829.2,31.0,78.0,11624.5,44.53241,6.45046
140.0,9.695,532.0,829.6,31.0,77.0,11634.24,44.53239,6.45034
141.0,9.741,613.0,830.0,31.0,78.0,11643.99,44.53237,6.45022
141.0,9.723,571.0,830.6,31.0,78.0,11653.85,44.53235,6.4501
141.0,9.928,513.0,831.0,31.0,79.0,11663.75,44.53233,6.44998
142.0,9.751,531.0,831.6,31.0,79.0,11673.71,44.53232,6.44985
142.0,9.993,475.0,832.0,31.0,88.0,11683.74,44.53231,6.44973
142.0,9.797,351.0,832.2,31.0,89.0,11693.72,44.5323,6.4496
142.0,9.751,401.0,832.4,31.0,88.0,11703.55,44.53229,6.44948
143.0,9.723,439.0,832.6,31.0,88.0,11713.36,44.53228,6.44936
143.0,9.816,512.0,832.6,31.0,88.0,11723.22,44.53227,6.44924
142.0,10.003,474.0,833.0,31.0,89.0,11733.17,44.53226,6.44911
143.0,9.993,468.0,833.4,31.0,90.0,11743.25,44.53225,6.44899
142.0,10.152,478.0,834.0,31.0,92.0,11753.43,44.53224,6.44886
143.0,10.273,325.0,834.2,31.0,92.0,11763.76,44.53224,6.44873
143.0,10.394,372.0,834.6,31.0,93.0,11774.12,44.53223,6.4486
142.0,10.712,654.0,835.2,31.0,97.0,11784.6,44.53224,6.44847
143.0,11.281,691.0,835.6,31.0,102.0,11795.67,44.53224,6.44833
143.0,11.785,602.0,835.8,31.0,106.0,11807.29,44.53225,6.44818
143.0,12.195,417.0,836.4,31.0,107.0,11819.32,44.53225,6.44803
143.0,12.289,219.0,836.8,31.0,97.0,11831.62,44.53224,6.44788
143.0,12.214,20.0,837.0,31.0,63.0,11843.99,44.53224,6.44772
143.0,12.111,21.0,837.2,31.0,76.0,11856.18,44.53223,6.44757
143.0,12.009,191.0,837.8,31.0,95.0,11868.32,44.53222,6.44741
142.0,12.186,236.0,838.0,31.0,96.0,11880.34,44.53221,6.44726
143.0,12.279,268.0,838.4,31.0,97.0,11892.68,44.5322,6.44711
142.0,12.382,397.0,838.4,31.0,98.0,11905.1,44.53218,6.44695
142.0,12.671,353.0,838.4,31.0,100.0,11917.69,44.53217,6.4468
142.0,12.848,360.0,838.6,31.0,102.0,11930.52,44.53217,6.44664
142.0,12.839,269.0,838.6,31.0,102.0,11943.43,44.53215,6.44647
142.0,12.988,182.0,838.6,31.0,97.0,11956.36,44.53214,6.44631
141.0,13.035,269.0,838.6,31.0,97.0,11969.44,44.53214,6.44615
141.0,13.287,276.0,838.6,31.0,98.0,11982.68,44.53213,6.44598
141.0,13.315,307.0,838.6,31.0,99.0,11995.99,44.53212,6.44581
141.0,13.408,307.0,838.6,31.0,100.0,12009.39,44.53212,6.44565
140.0,13.474,310.0,838.6,31.0,101.0,12022.91,44.53211,6.44548
140.0,13.688,328.0,838.8,31.0,102.0,12036.61,44.53211,6.4453
140.0,13.931,366.0,838.8,31.0,103.0,12050.58,44.5321,6.44513
140.0,13.977,301.0,838.8,31.0,103.0,12064.63,44.53209,6.44495
139.0,14.043,350.0,838.6,31.0,104.0,12078.77,44.53209,6.44477
139.0,14.108,368.0,838.6,31.0,105.0,12093.02,44.53208,6.44459
139.0,14.332,499.0,838.6,31.0,106.0,12107.44,44.53208,6.44441
139.0,14.612,521.0,838.6,31.0,108.0,12122.08,44.53208,6.44423
139.0,14.668,468.0,838.6,31.0,109.0,12136.88,44.53208,6.44404
139.0,14.994,452.0,838.6,31.0,110.0,12151.85,44.53208,6.44385
138.0,15.19,431.0,838.6,31.0,104.0,12167.04,44.53209,6.44366
138.0,15.414,447.0,838.6,31.0,98.0,12182.39,44.53209,6.44347
138.0,15.414,462.0,838.6,31.0,98.0,12197.97,44.53209,6.44327
138.0,15.629,375.0,838.6,31.0,99.0,12213.74,44.53209,6.44308
138.0,15.638,347.0,838.6,31.0,99.0,12229.44,44.53209,6.44288
138.0,15.61,313.0,838.6,31.0,99.0,12245.2,44.53209,6.44268
138.0,15.76,415.0,838.4,31.0,101.0,12261.07,44.53209,6.44248
138.0,16.114,489.0,838.4,31.0,102.0,12277.16,44.53208,6.44228
138.0,16.235,547.0,838.4,31.0,103.0,12293.51,44.53207,6.44207
138.0,16.422,451.0,838.2,31.0,105.0,12309.94,44.53205,6.44187
138.0,16.553,209.0,838.2,31.0,106.0,12326.44,44.53204,6.44166
138.0,16.422,72.0,838.0,31.0,78.0,12342.98,44.53203,6.44145
137.0,16.497,13.0,838.0,31.0,78.0,12359.63,44.53201,6.44125
137.0,16.646,13.0,837.8,31.0,30.0,12376.26,44.53199,6.44104
137.0,17.168,104.0,837.8,31.0,86.0,12393.43,44.53197,6.44082
136.0,17.616,0.0,837.6,31.0,86.0,12411.06,44.53193,6.44061
135.0,17.887,0.0,837.0,31.0,86.0,12429.04,44.5319,6.44039
134.0,18.26,0.0,836.6,31.0,0.0,12447.34,44.53186,6.44016
134.0,18.652,0.0,836.2,31.0,0.0,12466.05,44.53181,6.43994
132.0,18.951,0.0,834.6,31.0,0.0,12485.09,44.53178,6.4397
131.0,19.203,0.0,833.6,31.0,0.0,12504.38,44.53174,6.43947
129.0,19.389,0.0,832.8,31.0,0.0,12523.81,44.5317,6.43923
127.0,19.529,0.0,832.4,31.0,0.0,12543.41,44.53167,6.43898
125.0,19.632,0.0,832.0,31.0,0.0,12563.14,44.53165,6.43874
124.0,19.753,0.0,831.6,31.0,0.0,12583.05,44.53162,6.43849
121.0,19.828,0.0,831.4,31.0,0.0,12603.04,44.5316,6.43824
119.0,19.977,0.0,831.0,31.0,0.0,12623.06,44.53158,6.43799
116.0,20.322,0.0,829.8,31.0,0.0,12643.33,44.53157,6.43774
113.0,20.639,0.0,828.2,31.0,0.0,12663.94,44.53155,6.43748
111.0,20.994,0.0,823.6,31.0,0.0,12684.89,44.53153,6.43721
108.0,21.377,0.0,822.2,31.0,0.0,12706.15,44.53152,6.43695
106.0,21.349,0.0,821.0,31.0,0.0,12727.61,44.5315,6.43668
104.0,21.517,0.0,819.0,31.0,0.0,12749.13,44.53148,6.43641
102.0,21.675,0.0,817.0,31.0,0.0,12770.79,44.53147,6.43614
100.0,21.741,0.0,816.0,31.0,0.0,12792.6,44.53146,6.43586
99.0,21.713,0.0,815.6,31.0,0.0,12814.47,44.53144,6.43559
97.0,21.713,0.0,814.8,31.0,0.0,12836.32,44.53143,6.43531
96.0,21.498,0.0,814.4,31.0,0.0,12858.13,44.53142,6.43504
96.0,21.162,0.0,812.8,31.0,0.0,12879.56,44.53141,6.43477
95.0,21.115,0.0,811.0,31.0,0.0,12900.8,44.53139,6.43451
94.0,21.218,0.0,809.2,31.0,0.0,12922.05,44.53137,6.43424
91.0,21.134,0.0,808.4,31.0,0.0,12943.28,44.53135,6.43397
91.0,21.059,0.0,807.8,31.0,0.0,12964.42,44.53134,6.43371
90.0,20.882,0.0,807.2,31.0,0.0,12985.44,44.53132,6.43344
89.0,20.574,0.0,806.4,31.0,0.0,13006.19,44.53131,6.43318
88.0,20.406,0.0,805.4,31.0,0.0,13026.7,44.53129,6.43293
87.0,20.434,148.0,804.6,31.0,119.0,13047.12,44.53127,6.43267
88.0,20.5,410.0,803.6,31.0,119.0,13067.6,44.53124,6.43242
90.0,20.397,434.0,802.8,31.0,119.0,13088.04,44.53122,6.43216
94.0,20.416,316.0,801.8,31.0,119.0,13108.44,44.53118,6.43191
95.0,20.341,0.0,800.8,31.0,119.0,13128.79,44.53114,6.43166
98.0,20.266,0.0,799.8,31.0,0.0,13149.16,44.53108,6.43142
98.0,19.958,0.0,798.8,31.0,0.0,13169.22,44.53102,6.43118
98.0,19.678,0.0,798.2,31.0,0.0,13189.11,44.53096,6.43095
97.0,19.538,0.0,797.4,31.0,0.0,13208.71,44.53089,6.43072
96.0,19.417,0.0,796.4,31.0,0.0,13228.24,44.53081,6.4305
95.0,19.277,0.0,794.8,31.0,0.0,13247.61,44.53073,6.43029
94.0,19.259,0.0,793.0,31.0,0.0,13266.89,44.53063,6.43008
93.0,18.951,0.0,791.2,31.0,0.0,13285.93,44.53053,6.42989
92.0,18.829,0.0,790.6,31.0,0.0,13304.8,44.53043,6.42969
92.0,18.559,0.0,790.2,31.0,0.0,13323.42,44.53034,6.4295
91.0,18.214,0.0,790.2,31.0,0.0,13341.75,44.53024,6.42932
89.0,17.803,0.0,790.0,31.0,0.0,13359.67,44.53014,6.42913
88.0,17.327,0.0,790.0,31.0,0.0,13377.22,44.53005,6.42896
87.0,16.693,0.0,790.0,31.0,0.0,13394.17,44.52996,6.42879
86.0,16.151,0.0,790.0,31.0,0.0,13410.57,44.52987,6.4286199999999996
86.0,15.573,0.0,790.0,31.0,0.0,13426.4,44.52979,6.42846
85.0,14.985,0.0,790.0,31.0,0.0,13441.58,44.52971,6.42831
85.0,14.351,0.0,790.0,31.0,0.0,13456.25,44.52962,6.42816
84.0,13.763,1.0,790.0,31.0,9.0,13470.26,44.52955,6.42802
84.0,13.39,181.0,790.0,31.0,89.0,13483.7,44.52948,6.42788
86.0,13.464,621.0,790.4,31.0,92.0,13497.06,44.52941,6.42775
88.0,13.25,508.0,790.8,31.0,92.0,13510.25,44.52934,6.42761
91.0,12.96,381.0,791.4,31.0,91.0,13523.29,44.52927,6.42748
93.0,12.512,149.0,792.0,31.0,95.0,13535.93,44.5292,6.42735
94.0,12.083,42.0,792.2,31.0,52.0,13548.16,44.52914,6.42722
97.0,11.925,385.0,793.0,31.0,93.0,13560.16,44.52908,6.4271
98.0,11.962,487.0,793.8,31.0,94.0,13572.07,44.52901,6.42698
99.0,11.71,326.0,794.4,31.0,94.0,13583.86,44.52896,6.42686
101.0,11.747,375.0,795.0,31.0,97.0,13595.54,44.5289,6.42674
102.0,11.439,430.0,795.6,31.0,103.0,13607.01,44.52884,6.42661
104.0,11.355,389.0,796.2,31.0,102.0,13618.4,44.52879,6.42649
105.0,11.141,298.0,796.8,31.0,101.0,13629.52,44.52874,6.42637
106.0,10.973,351.0,797.6,31.0,100.0,13640.52,44.52869,6.42624
107.0,10.712,385.0,798.0,31.0,98.0,13651.15,44.52866,6.42612
108.0,10.506,358.0,798.6,31.0,97.0,13661.67,44.52861,6.426
109.0,10.46,371.0,799.0,31.0,95.0,13672.18,44.52858,6.42588
110.0,10.282,410.0,799.8,31.0,94.0,13682.51,44.52854,6.42576
111.0,10.096,400.0,800.2,31.0,92.0,13692.65,44.52851,6.42564
113.0,9.937,453.0,800.6,31.0,90.0,13702.68,44.52848,6.42552
114.0,9.723,393.0,801.0,31.0,89.0,13712.5,44.52845,6.42541
115.0,9.499,304.0,801.6,31.0,94.0,13722.11,44.52842,6.42529
116.0,9.312,391.0,802.2,30.0,95.0,13731.53,44.5284,6.42518
117.0,9.135,389.0,802.6,30.0,93.0,13740.69,44.52837,6.42507
118.0,9.041,433.0,803.2,30.0,91.0,13749.75,44.52835,6.42496
119.0,8.892,518.0,803.6,30.0,91.0,13758.67,44.52832,6.42485
119.0,9.125,515.0,804.2,30.0,91.0,13767.71,44.52831,6.42474
120.0,8.668,362.0,804.6,30.0,90.0,13776.58,44.52829,6.42463
121.0,8.771,384.0,805.4,30.0,89.0,13785.27,44.52827,6.42453
122.0,8.706,454.0,806.0,30.0,91.0,13794.03,44.52825,6.42442
123.0,8.547,368.0,806.4,30.0,96.0,13802.61,44.52823,6.42432
124.0,8.463,456.0,806.8,30.0,94.0,13811.09,44.52822,6.42421
125.0,8.323,393.0,807.4,30.0,94.0,13819.4,44.5282,6.42411
126.0,8.136,299.0,807.8,30.0,92.0,13827.59,44.52818,6.42401
126.0,7.884,325.0,808.2,30.0,89.0,13835.57,44.52816,6.42391
127.0,7.94,440.0,808.6,30.0,88.0,13843.36,44.52815,6.42382
127.0,7.828,437.0,809.2,30.0,87.0,13851.19,44.52813,6.42372
127.0,7.735,381.0,809.8,30.0,87.0,13858.98,44.52812,6.42362
128.0,7.754,425.0,810.2,30.0,86.0,13866.73,44.52811,6.42353
128.0,7.754,490.0,810.6,30.0,87.0,13874.47,44.52809,6.42343
129.0,7.651,406.0,810.8,30.0,85.0,13882.13,44.52808,6.42334
129.0,7.502,369.0,811.4,30.0,84.0,13889.67,44.52806,6.42325
129.0,7.493,417.0,811.8,30.0,94.0,13897.21,44.52805,6.42315
130.0,7.502,405.0,812.2,30.0,95.0,13904.73,44.52803,6.42306
130.0,7.381,371.0,812.4,30.0,94.0,13912.16,44.52801,6.42297
